time_period,time_identifier,geographic_level,country_code,country_name,region_code,region_name,new_la_code,la_name,old_la_code,school_type,sen,present_sessions,approved_educational_activity,overall_attendance,overall_absence,authorised_absence,unauthorised_absence,late_sessions,possible_sessions,reason_present_am,reason_present_pm,reason_present,reason_l_present_late_before_registers_closed,reason_i_authorised_illness,reason_m_authorised_medical_dental,reason_r_authorised_religious_observance,reason_s_authorised_study_leave,reason_t_authorised_grt_absence,reason_h_authorised_holiday,reason_e_authorised_excluded,reason_c_authorised_other,reason_b_aea_education_off_site,reason_d_aea_dual_registration,reason_j_aea_interview,reason_p_aea_approved_sporting_activity,reason_v_aea_educational_visit_trip,reason_w_aea_work_experience,reason_g_unauthorised_holiday,reason_u_unauthorised_late_after_registers_closed,reason_o_other_unauthorised,reason_n_no_reason_yet,reason_x_not_attending_covid_non_compulsory,attendance_perc,overall_absence_perc,authorised_absence_perc,unauthorised_absence_perc,illness_perc,appointments_perc,unauth_hol_perc,unauth_oth_perc,unauth_late_registers_closed_perc,unauth_not_yet_perc,auth_religious_perc,auth_study_perc,auth_grt_perc,auth_holiday_perc,auth_excluded_perc,auth_other_perc,covid_non_compulsory_perc,pa_perc,academic_year
202223,Autumn term,Local authority,E92000001,England,E12000002,North West,E08000007,Stockport,356,Primary,EHC plan,67504,523,68027,7323,6010,1313,1770,75350,32392,33674,66066,1438,4330,504,0,0,0,46,243,887,280,0,5,2,234,2,255,332,709,17,0,90.28135368,9.718646317,7.97611148,1.742534837,5.746516257,0.668878567,0.338420703,0.940942269,0.440610484,0.02256138,0,0,0,0.061048441,0.322495023,1.177173192,0,29.96453901,202223
202223,Autumn term,Local authority,E92000001,England,E12000006,East of England,E06000032,Luton,821,Special,No SEN,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,202223
202223,Autumn term,Local authority,E92000001,England,E12000002,North West,E08000004,Oldham,353,Special,EHC plan,107623,1199,108822,20288,16791,3497,1459,129110,52983,53414,106397,1226,10320,1388,0,0,0,986,252,3845,752,1,3,17,427,0,87,233,2788,389,0,84.28626752,15.71373248,13.00518937,2.708543103,7.993184107,1.075052281,0.067384401,2.159398962,0.180466269,0.301293471,0,0,0,0.763689877,0.195182403,2.978080706,0,45.11132623,202223
202223,Autumn term,Local authority,E92000001,England,E12000001,North East,E06000057,Northumberland,929,Special,SEN support,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,202223
202223,Autumn term,Local authority,E92000001,England,E12000002,North West,E06000063,Cumberland,942,Primary,SEN support,261521,2419,263940,22763,18594,4169,3459,286703,128444,130247,258691,2830,15917,1092,7,0,102,205,267,1004,558,251,0,405,1456,0,1877,629,1535,128,0,92.0604249,7.9395751,6.485457076,1.454118025,5.55173821,0.380881958,0.654684464,0.535397258,0.219390798,0.044645504,0.002441551,0,0.035576886,0.071502565,0.093127731,0.350188174,0,29.4295592,202223
202223,Autumn term,Local authority,E92000001,England,E12000009,South West,E06000026,Plymouth,879,Primary,SEN support,317056,1316,318372,31011,23324,7687,5852,349383,153867,158696,312563,4493,19430,1552,6,0,0,237,305,1780,623,169,2,77,614,0,1975,1359,3883,470,14,91.12406728,8.875932716,6.675768426,2.20016429,5.561232229,0.444211653,0.565282226,1.111387789,0.388971415,0.134522859,0.001717313,0,0,0.067833867,0.087296749,0.509469551,0.004007064,31.92537839,202223
202223,Autumn term,Local authority,E92000001,England,E12000009,South West,E10000013,Gloucestershire,916,Primary,No SEN,3579676,27466,3607142,214464,181748,32716,25592,3821606,1774441,1783051,3557492,22184,159011,7031,265,0,1274,2524,258,11213,1855,974,78,3147,22386,0,15248,3408,13360,700,172,94.3881185,5.611881497,4.755801618,0.856079878,4.160842326,0.183980243,0.398994559,0.349591245,0.089177168,0.018316907,0.006934257,0,0.03333677,0.066045532,0.006751088,0.293410676,0.004500726,17.0116327,202223
202223,Autumn term,Local authority,E92000001,England,E12000008,South East,E06000040,Windsor and Maidenhead,868,Secondary,SEN support,124745,1171,125916,16079,10929,5150,4478,141995,59354,61248,120602,4143,9239,722,8,0,4,16,313,625,387,286,19,76,404,285,393,335,3144,1278,2,88.67636184,11.32363816,7.696749886,3.626888271,6.506567133,0.508468608,0.276770309,2.214162471,0.2359238,0.900031691,0.005634001,0,0.002817001,0.011268002,0.220430297,0.440156344,0.0014085,35.69620253,202223
202223,Autumn term,Local authority,E92000001,England,E12000004,East Midlands,E10000024,Nottinghamshire,891,Secondary,EHC plan,33586,4305,37891,16819,10901,5918,1226,54710,16094,16332,32426,1160,3270,551,0,0,0,2,749,6329,4094,706,10,8,193,0,116,66,5502,234,0,69.25790532,30.74209468,19.9250594,10.81703528,5.976969475,1.007128496,0.212027052,10.0566624,0.120636081,0.427709742,0,0,0,0.003655639,1.369036739,11.56826906,0,56.78496868,202223
202223,Autumn term,Local authority,E92000001,England,E12000005,West Midlands,E08000031,Wolverhampton,336,Primary,No SEN,1934155,9961,1944116,132044,89046,42998,28731,2076160,941231,964597,1905828,28327,77352,2633,92,1,0,2171,117,6321,705,340,67,116,9072,1,12429,404,28744,1421,359,93.63998921,6.360010789,4.288975801,2.071034988,3.725724414,0.126820669,0.598653283,1.384479038,0.019459001,0.068443665,0.004431258,4.82E-05,0,0.104568049,0.005635404,0.304456304,0.017291538,21.09982407,202223
