time_period,time_identifier,geographic_level,country_code,country_name,region_code,region_name,new_la_code,la_name,old_la_code,school_type,sen,present_sessions,approved_educational_activity,overall_attendance,overall_absence,authorised_absence,unauthorised_absence,late_sessions,possible_sessions,reason_present_am,reason_present_pm,reason_present,reason_l_present_late_before_registers_closed,reason_i_authorised_illness,reason_m_authorised_medical_dental,reason_r_authorised_religious_observance,reason_s_authorised_study_leave,reason_t_authorised_grt_absence,reason_h_authorised_holiday,reason_e_authorised_excluded,reason_c_authorised_other,reason_b_aea_education_off_site,reason_d_aea_dual_registration,reason_j_aea_interview,reason_p_aea_approved_sporting_activity,reason_v_aea_educational_visit_trip,reason_w_aea_work_experience,reason_g_unauthorised_holiday,reason_u_unauthorised_late_after_registers_closed,reason_o_other_unauthorised,reason_n_no_reason_yet,reason_x_not_attending_covid_non_compulsory,attendance_perc,overall_absence_perc,authorised_absence_perc,unauthorised_absence_perc,illness_perc,appointments_perc,unauth_hol_perc,unauth_oth_perc,unauth_late_registers_closed_perc,unauth_not_yet_perc,auth_religious_perc,auth_study_perc,auth_grt_perc,auth_holiday_perc,auth_excluded_perc,auth_other_perc,covid_non_compulsory_perc,pa_perc,academic_year
202223,Summer term,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E08000034,Kirklees,382,Special,EHC plan,32145,1195,33340,4143,3051,1092,147,37483,16108,15894,32002,143,1770,341,156,13,0,24,22,723,851,91,5,0,319,20,216,4,870,2,2,88.9469893,11.0530107,8.139689993,2.913320705,4.722140704,0.909745751,0.576261238,2.32105221,0.010671504,0.005335752,0.416188672,0.034682389,0,0.064029026,0.058693274,1.928874423,0.005335752,31.04477612,202223
202223,Summer term,Local authority,E92000001,England,E12000008,South East,E06000060,Buckinghamshire,825,Special,No SEN,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,202223
202223,Summer term,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E06000013,North Lincolnshire,813,Special,No SEN,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,202223
202223,Summer term,Local authority,E92000001,England,E12000008,South East,E10000032,West Sussex,938,Primary,EHC plan,134731,5553,140284,14142,10535,3607,2591,154426,66041,66603,132644,2087,5293,952,214,2,0,323,337,3376,3211,850,26,174,2142,0,1571,504,1344,188,38,90.84221569,9.157784311,6.82203774,2.335746571,3.427531633,0.6164765,1.017315737,0.870319765,0.326369912,0.121741158,0.138577701,0.001295119,0,0.20916167,0.218227501,2.186160362,0.024607255,27.86516854,202223
202223,Summer term,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E08000019,Sheffield,373,Special,SEN support,2083,52,2135,3231,2883,348,22,5366,1008,1053,2061,22,537,78,10,0,0,0,0,2258,0,1299,0,0,46,6,30,0,315,3,0,39.78755125,60.21244875,53.72717108,6.485277674,10.00745434,1.45359672,0.559075662,5.870294447,0,0.055907566,0.186358554,0,0,0,0,42.07976146,0,63.44086022,202223
202223,Summer term,Local authority,E92000001,England,E12000001,North East,E06000005,Darlington,841,Primary,EHC plan,22316,569,22885,2182,1466,716,411,25067,10890,11051,21941,375,794,173,24,0,65,124,25,261,328,42,0,28,213,0,244,36,419,17,0,91.29532852,8.70467148,5.848326485,2.856344995,3.16751107,0.690150397,0.973391311,1.671520326,0.143615112,0.067818247,0.095743408,0,0.259305062,0.494674273,0.099732716,1.041209558,0,25.92592593,202223
202223,Summer term,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E06000012,North East Lincolnshire,812,Secondary,SEN support,95944,2363,98307,20806,8040,12766,4736,119113,44896,46883,91779,4165,3837,622,20,96,0,22,1887,1556,711,4439,55,211,949,437,974,571,10876,345,0,82.53255312,17.46744688,6.749892959,10.71755392,3.221310856,0.522193211,0.817710913,9.130825351,0.479376726,0.289640929,0.016790779,0.080595737,0,0.018469856,1.584209952,1.306322568,0,45.96273292,202223
202223,Summer term,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E08000018,Rotherham,372,Primary,SEN support,375272,11684,386956,35347,18375,16972,7619,422303,181616,186795,368411,6861,12222,1553,816,87,0,156,672,2866,7336,1607,4,278,3906,160,7439,758,8443,332,2,91.62994343,8.370056571,4.351141242,4.018915329,2.894130518,0.367745434,1.761531412,1.999275402,0.179491976,0.078616538,0.193226191,0.020601322,0,0.036940301,0.159127451,0.678659635,0.000473594,30.08580127,202223
202223,Summer term,Local authority,E92000001,England,E12000009,South West,E06000059,Dorset,838,Special,EHC plan,66081,1322,67403,8596,6529,2067,375,75999,33267,32520,65787,294,3043,881,4,0,218,287,40,2056,484,0,3,19,656,160,326,81,1618,42,0,88.68932486,11.31067514,8.590902512,2.719772629,4.004000053,1.159225779,0.428953013,2.128975381,0.10658035,0.055263885,0.005263227,0,0.28684588,0.377636548,0.052632271,2.705298754,0,29.94505495,202223
202223,Summer term,Local authority,E92000001,England,E12000007,London,E09000022,Lambeth,208,Primary,EHC plan,53094,1234,54328,5841,3377,2464,2155,60169,24723,26496,51219,1875,1944,459,280,2,0,19,89,451,393,487,126,36,679,0,430,280,1630,124,133,90.29234323,9.707656767,5.612524722,4.095132045,3.230899633,0.762851302,0.714653725,2.709036215,0.465355914,0.206086191,0.465355914,0.003323971,0,0.031577723,0.147916701,0.749555419,0.221044059,33.0754352,202223
202223,Summer term,Local authority,E92000001,England,E12000004,East Midlands,E06000015,Derby,831,Primary,No SEN,1782532,32408,1814940,112421,62780,49641,18500,1927361,877651,888997,1766648,15884,43630,3402,9801,2,0,1571,88,4100,8736,423,783,1302,21584,3,24392,2616,21970,663,186,94.16710206,5.832897937,3.25730364,2.575594297,2.263717072,0.176510783,1.265564676,1.139900621,0.135729632,0.034399368,0.508519162,0.000103769,0,0.081510418,0.004565829,0.212726106,0.009650501,18.61040648,202223
202223,Summer term,Local authority,E92000001,England,E12000008,South East,E06000042,Milton Keynes,826,Primary,SEN support,302181,5221,307402,23346,16922,6424,5821,330748,146397,150594,296991,5190,11196,1314,863,0,218,373,277,2656,965,1933,38,61,4157,0,2355,631,3055,383,25,92.94145392,7.058546083,5.116281882,1.942264201,3.385054483,0.397281314,0.712022446,0.923663937,0.190779687,0.11579813,0.260923724,0,0.065911207,0.11277468,0.083749562,0.803028287,0.007558625,21.76278564,202223
202223,Summer term,Local authority,E92000001,England,E12000006,East of England,E10000012,Essex,881,Special,SEN support,533,11,544,41,41,0,1,585,266,266,532,1,11,8,0,0,0,4,0,18,1,0,0,0,10,0,0,0,0,0,0,92.99145299,7.008547009,7.008547009,0,1.88034188,1.367521368,0,0,0,0,0,0,0,0.683760684,0,3.076923077,0,20,202223
202223,Summer term,Local authority,E92000001,England,E12000008,South East,E06000044,Portsmouth,851,Primary,No SEN,1128352,18604,1146956,63258,38667,24591,12690,1210214,555643,561421,1117064,11288,28646,2079,3297,2,0,1905,28,2694,5091,35,538,414,12561,0,12402,1402,10320,467,16,94.77299056,5.227009438,3.195054759,2.031954679,2.367019387,0.1717878,1.024777436,0.852741747,0.11584728,0.038588217,0.272431157,0.00016526,0,0.157410177,0.00231364,0.222605258,0.00132208,16.93945085,202223
202223,Summer term,Local authority,E92000001,England,E12000007,London,E09000012,Hackney,204,Primary,EHC plan,54273,1265,55538,5882,3734,2148,2463,61420,25069,26811,51880,2393,1971,302,516,0,11,106,29,765,584,436,71,3,607,0,385,70,1352,341,34,90.42331488,9.576685119,6.079452947,3.497232172,3.209052426,0.491696516,0.626831651,2.201237382,0.113969391,0.555193748,0.840117226,0,0.017909476,0.172582221,0.047215891,1.245522631,0.055356561,32.2160149,202223
202223,Summer term,Local authority,E92000001,England,E12000001,North East,E08000023,South Tyneside,393,Secondary,No SEN,299145,14388,313533,30568,20701,9867,10165,344101,141963,147190,289153,9992,13816,1141,348,168,0,452,1558,3218,925,846,38,997,6884,5544,1806,173,6030,1858,0,91.11656171,8.883438293,6.015966242,2.86747205,4.015100218,0.331588691,0.524845903,1.752392466,0.050275936,0.539957745,0.101133098,0.048822875,0,0.131356782,0.45277404,0.93519054,0,27.12733856,202223
202223,Summer term,Local authority,E92000001,England,E12000008,South East,E06000043,Brighton and Hove,846,Secondary,EHC plan,19143,4978,24121,5299,3816,1483,1381,29420,8683,9182,17865,1278,2105,111,41,49,0,20,251,1239,4248,0,4,49,538,139,102,103,1254,24,0,81.98844324,18.01155676,12.97076818,5.040788579,7.154996601,0.377294358,0.346702923,4.262406526,0.350101971,0.081577158,0.139360979,0.166553365,0,0.067980965,0.853161115,4.211420802,0,46.5034965,202223
202223,Summer term,Local authority,E92000001,England,E12000009,South West,E06000059,Dorset,838,Secondary,No SEN,1623225,56617,1679842,158355,91609,66746,53120,1838197,830522,742263,1572785,50440,66181,7971,382,3390,163,630,2941,9689,3400,3261,159,4549,32103,16406,10681,2680,46663,6722,262,91.38530854,8.614691461,4.983633419,3.631058042,3.600321402,0.433631433,0.581058505,2.538520082,0.145795037,0.365684418,0.020781233,0.184419842,0.008867385,0.034272714,0.159993733,0.52709258,0.014253097,27.19039825,202223
202223,Summer term,Local authority,E92000001,England,E12000007,London,E09000024,Merton,315,Special,SEN support,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,202223
202223,Summer term,Local authority,E92000001,England,E12000002,North West,E08000004,Oldham,353,Special,No SEN,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,202223
202223,Summer term,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E06000012,North East Lincolnshire,812,Primary,No SEN,1075679,23570,1099249,61884,34691,27193,8733,1161133,533032,535183,1068215,7464,28608,2358,703,0,0,1136,163,1722,5805,742,6,2388,15371,0,14066,1269,11541,317,1,94.67037798,5.329622016,2.987685304,2.341936712,2.463800443,0.203077511,1.211403,0.993942985,0.109289806,0.027300921,0.060544313,0,0,0.097835476,0.014038013,0.148303424,8.61E-05,16.84069058,202223
202223,Summer term,Local authority,E92000001,England,E12000008,South East,E06000043,Brighton and Hove,846,Primary,EHC plan,29610,1074,30684,4037,3114,923,974,34721,14065,14751,28816,794,1428,226,126,1,0,44,43,1246,451,735,13,42,568,0,228,180,498,17,0,88.37303073,11.62696927,8.968635696,2.658333573,4.11278477,0.650902912,0.656663115,1.434290487,0.518418248,0.048961723,0.362892774,0.002880101,0,0.126724461,0.123844359,3.588606319,0,30.56478405,202223
202223,Summer term,Local authority,E92000001,England,E12000007,London,E09000029,Sutton,319,Secondary,No SEN,933768,33484,967252,76007,53801,22206,18771,1043259,456667,460242,916909,16859,33719,3699,3320,8037,0,114,1636,3274,4018,2749,144,5258,18709,5355,3368,1912,13802,3124,2,92.71446496,7.28553504,5.157012784,2.128522256,3.232083308,0.354562002,0.322834502,1.322969656,0.183271843,0.299446254,0.318233535,0.770374375,0,0.010927296,0.156816284,0.313824276,0.000191707,24.94247124,202223
202223,Summer term,Local authority,E92000001,England,E12000005,West Midlands,E08000029,Solihull,334,Primary,SEN support,274075,6588,280663,25480,16177,9303,6063,306143,132792,136776,269568,4507,11070,1321,576,0,51,153,411,2514,1777,177,48,365,4398,0,3162,1556,4356,229,81,91.67709208,8.322907922,5.284131925,3.038775997,3.615957249,0.431497699,1.032850661,1.422864478,0.508259212,0.074801645,0.188147369,0,0.016658882,0.049976645,0.134250987,0.821184871,0.026458224,28.47471127,202223
202223,Summer term,Local authority,E92000001,England,E12000007,London,E09000005,Brent,304,Special,EHC plan,28804,20,28824,2631,2151,480,228,31455,14201,14440,28641,163,1140,302,362,0,0,138,0,209,18,19,0,0,2,0,64,65,350,1,0,91.63567,8.364329995,6.838340486,1.525989509,3.624225083,0.960101733,0.203465268,1.112700684,0.206644413,0.003179145,1.150850421,0,0,0.438721984,0,0.664441265,0,26.89393939,202223
202223,Summer term,Local authority,E92000001,England,E12000005,West Midlands,E08000026,Coventry,331,Special,No SEN,115,0,115,111,87,24,2,226,57,56,113,2,2,2,0,0,0,0,0,83,0,0,0,0,0,0,0,0,24,0,0,50.88495575,49.11504425,38.49557522,10.61946903,0.884955752,0.884955752,0,10.61946903,0,0,0,0,0,0,0,36.72566372,0,83.33333333,202223
202223,Summer term,Local authority,E92000001,England,E12000007,London,E09000010,Enfield,308,Special,EHC plan,86657,3969,90626,12071,8863,3208,1252,102697,42496,43120,85616,1041,4399,1126,561,0,4,192,145,2427,1680,124,6,14,1799,470,545,211,2384,68,9,88.24600524,11.75399476,8.630242363,3.123752398,4.283474688,1.096429302,0.530687362,2.321392056,0.205458777,0.066214203,0.546267174,0,0.003894953,0.186957749,0.14119205,2.363262802,0.008763645,36.76148796,202223
202223,Summer term,Local authority,E92000001,England,E12000008,South East,E10000025,Oxfordshire,931,Special,EHC plan,74740,1151,75891,8871,6939,1932,1268,84762,36363,37247,73610,1130,4185,1011,166,18,0,339,26,1190,596,0,13,26,472,44,260,138,1466,68,4,89.53422524,10.46577476,8.186451476,2.279323282,4.937354003,1.192751469,0.306741228,1.729548618,0.162808806,0.080224629,0.195842477,0.021235931,0,0.399943371,0.030674123,1.403931007,0.004719096,29.32628798,202223
202223,Summer term,Local authority,E92000001,England,E12000009,South West,E06000053,Isles of Scilly,420,Secondary,No SEN,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,202223
202223,Summer term,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E06000012,North East Lincolnshire,812,Secondary,EHC plan,18622,796,19418,5073,2457,2616,742,24491,8919,9035,17954,668,985,152,4,7,0,16,396,897,472,498,18,24,202,80,102,74,2382,58,0,79.28626843,20.71373157,10.03225675,10.68147483,4.021885591,0.620636152,0.416479523,9.726021804,0.302151811,0.23682169,0.01633253,0.028581928,0,0.065330121,1.616920501,3.662569924,0,43.42105263,202223
202223,Summer term,Local authority,E92000001,England,E12000006,East of England,E06000055,Bedford,822,Special,No SEN,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,202223
202223,Summer term,Local authority,E92000001,England,E12000007,London,E09000022,Lambeth,208,Primary,SEN support,207835,3852,211687,18046,9632,8414,8348,229733,96907,103873,200780,7055,6279,907,914,7,0,39,107,1054,451,401,420,184,2797,0,1166,1293,5440,515,325,92.14479417,7.855205826,4.192693257,3.662512569,2.733172857,0.394806145,0.507545716,2.367966291,0.562827282,0.224173279,0.39785316,0.003047015,0,0.016976229,0.046575808,0.458793469,0.141468574,27.60020294,202223
202223,Summer term,Local authority,E92000001,England,E12000008,South East,E06000035,Medway,887,Primary,EHC plan,50081,1563,51644,6462,3988,2474,711,58106,24681,24842,49523,558,2106,349,56,0,0,135,120,1212,794,593,47,21,701,0,569,153,1718,34,10,88.87894538,11.12105462,6.863318762,4.257735862,3.62441056,0.600626441,0.979244828,2.956665405,0.263311878,0.058513751,0.096375589,0,0,0.23233401,0.20651912,2.085843114,0.017209927,33.73493976,202223
202223,Summer term,Local authority,E92000001,England,E12000002,North West,E08000005,Rochdale,354,Secondary,No SEN,913543,15479,929022,107300,42834,64466,37491,1036322,488187,394490,882677,30866,23113,3553,6816,798,2,181,3323,5041,2130,2676,43,540,9209,3557,9848,6625,47102,891,7,89.64607525,10.35392475,4.133271319,6.220653426,2.230291357,0.342847107,0.950283792,4.545112426,0.639280069,0.085977138,0.657710634,0.077003094,0.00019299,0.017465614,0.320653233,0.486431823,0.000675466,34.5094921,202223
202223,Summer term,Local authority,E92000001,England,E12000006,East of England,E10000012,Essex,881,Secondary,EHC plan,116864,7726,124590,20321,12539,7782,4003,144911,56169,56834,113003,3861,5865,977,64,354,0,66,1129,4084,4755,1351,39,235,1361,1336,886,142,6452,302,0,85.97690997,14.02309003,8.652897296,5.370192739,4.047311798,0.674206927,0.611409762,4.452388017,0.097991181,0.208403779,0.044165039,0.244287873,0,0.045545197,0.779098895,2.818281566,0,37.39130435,202223
202223,Summer term,Local authority,E92000001,England,E12000007,London,E09000009,Ealing,307,Special,EHC plan,46622,366,46988,5786,5132,654,369,52774,23141,23112,46253,369,2265,672,605,0,0,328,14,1248,97,0,0,0,267,2,266,0,388,0,0,89.03626786,10.96373214,9.724485542,1.239246599,4.291886156,1.273354303,0.504036078,0.73521052,0,0,1.146397847,0,0,0.621518172,0.026528215,2.364800849,0,40.87136929,202223
202223,Summer term,Local authority,E92000001,England,E12000007,London,E09000026,Redbridge,317,Secondary,SEN support,141641,4045,145686,17438,11444,5994,4775,163124,67399,69863,137262,4379,5190,642,2888,516,0,15,870,1289,2453,2164,23,106,1283,180,825,396,4457,316,34,89.30997278,10.69002722,7.015521934,3.674505284,3.1816287,0.393565631,0.505750227,2.732277286,0.242760109,0.193717663,1.770432309,0.316323778,0,0.009195459,0.533336603,0.790196415,0.02084304,36.27075351,202223
202223,Summer term,Local authority,E92000001,England,E12000004,East Midlands,E10000007,Derbyshire,830,Special,No SEN,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,202223
202223,Summer term,Local authority,E92000001,England,E12000002,North West,E06000050,Cheshire West and Chester,896,Primary,SEN support,382599,9225,391824,31152,19426,11726,7299,422976,186242,190605,376847,5752,13122,1936,194,0,1020,419,207,2417,1826,117,65,416,6918,0,5257,1547,4591,331,111,92.63504312,7.364956877,4.592695567,2.77226131,3.102303677,0.457709184,1.242860115,1.085404373,0.365741791,0.078255031,0.045865486,0,0.241148434,0.099059994,0.048938947,0.57142722,0.026242624,24.04643449,202223
202223,Summer term,Local authority,E92000001,England,E12000006,East of England,E10000012,Essex,881,Special,EHC plan,204961,5612,210573,26355,22121,4234,1541,236928,103025,100677,203702,1259,9213,2485,97,410,0,2290,362,7188,2959,14,23,331,2068,231,733,282,2831,388,76,88.8763675,11.1236325,9.336591707,1.787040789,3.888523096,1.048841842,0.309376688,1.194877769,0.119023501,0.163762831,0.040940708,0.173048352,0,0.966538358,0.152789033,3.033833063,0.032077256,33.91891892,202223
202223,Summer term,Local authority,E92000001,England,E12000002,North West,E08000009,Trafford,358,Primary,SEN support,233798,3076,236874,15677,10902,4775,4199,252551,113452,116657,230109,3689,7436,932,877,0,2,242,87,1254,1820,190,105,98,1053,0,1898,510,1934,433,72,93.79254091,6.207459087,4.316751864,1.890707223,2.944355793,0.369034373,0.751531374,0.76578592,0.20193941,0.171450519,0.347256594,0,0.000791919,0.09582223,0.034448488,0.496533373,0.028509093,20.9593777,202223
202223,Summer term,Local authority,E92000001,England,E12000007,London,E09000030,Tower Hamlets,211,Secondary,EHC plan,47698,1243,48941,4336,2113,2223,1884,53277,22326,23496,45822,1876,1467,235,32,93,0,0,102,184,530,106,2,66,522,123,329,8,1731,155,0,91.86140361,8.138596392,3.966064155,4.172532237,2.75353342,0.441090902,0.617527263,3.249056816,0.015015861,0.290932297,0.060063442,0.174559378,0,0,0.191452221,0.345364792,0,26.31578947,202223
202223,Summer term,Local authority,E92000001,England,E12000008,South East,E06000037,West Berkshire,869,Special,SEN support,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,202223
202223,Summer term,Local authority,E92000001,England,E12000005,West Midlands,E10000031,Warwickshire,937,Primary,No SEN,3329848,64048,3393896,173607,124702,48905,29932,3567503,1648080,1655331,3303411,26437,94127,7200,3309,1,2245,5989,214,11353,11456,12,413,2582,49597,0,24202,3495,18916,2292,263,95.13365511,4.866344892,3.495498112,1.37084678,2.638456085,0.201821834,0.678401672,0.530230808,0.097967682,0.064246617,0.092753951,2.80E-05,0.062929169,0.167876523,0.005998593,0.31823379,0.007372103,15.19808973,202223
202223,Summer term,Local authority,E92000001,England,E12000008,South East,E06000046,Isle of Wight,921,Secondary,No SEN,391249,8090,399339,41593,26193,15400,16066,440932,187464,188508,375972,15277,19281,1650,80,0,2,129,853,4198,2401,2718,48,1040,4094,507,2677,789,10562,1372,0,90.56702621,9.432973792,5.940371758,3.492602034,4.372783105,0.374207361,0.607123094,2.395380694,0.178939156,0.31115909,0.018143387,0,0.000453585,0.029256212,0.193453866,0.952074243,0,27.97657775,202223
202223,Summer term,Local authority,E92000001,England,E12000001,North East,E06000002,Middlesbrough,806,Primary,EHC plan,24469,1396,25865,3109,1805,1304,491,28974,11911,12102,24013,456,928,154,152,0,0,58,15,498,909,1391,0,51,436,0,412,35,822,35,0,89.26969007,10.73030993,6.2297232,4.500586733,3.20287154,0.53151101,1.42196452,2.837026299,0.120797957,0.120797957,0.524608269,0,0,0.200179471,0.051770553,1.718782357,0,33.73015873,202223
202223,Summer term,Local authority,E92000001,England,E12000006,East of England,E10000020,Norfolk,926,Special,SEN support,305,10,315,205,68,137,9,520,151,148,299,6,28,4,0,0,0,0,25,11,0,0,0,1,9,0,0,3,132,2,0,60.57692308,39.42307692,13.07692308,26.34615385,5.384615385,0.769230769,0,25.38461538,0.576923077,0.384615385,0,0,0,0,4.807692308,2.115384615,0,66.66666667,202223
202223,Summer term,Local authority,E92000001,England,E12000001,North East,E08000024,Sunderland,394,Special,No SEN,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,202223
202223,Summer term,Local authority,E92000001,England,E12000001,North East,E06000004,Stockton-on-Tees,808,Primary,SEN support,236242,4936,241178,18679,10422,8257,4220,259857,115074,117584,232658,3584,6835,873,423,0,64,428,621,1177,1265,32,0,570,3101,0,3218,636,4189,214,1,92.81181573,7.188184271,4.010667406,3.177516865,2.630292815,0.335954005,1.238373413,1.612040468,0.244749997,0.082352986,0.162781838,0,0.024628931,0.164705973,0.238977592,0.452941425,0.000384827,22.82971619,202223
202223,Summer term,Local authority,E92000001,England,E12000002,North West,E08000006,Salford,355,Special,EHC plan,69930,3744,73674,12596,7336,5260,786,86270,34720,34737,69457,473,3181,682,107,7,20,71,66,3196,3202,168,0,339,203,0,864,313,4020,63,6,85.39932769,14.60067231,8.503535412,6.097136896,3.687260925,0.790541324,1.001506897,4.659789034,0.36281442,0.073026545,0.124029211,0.008114061,0.02318303,0.082299757,0.076503999,3.704648198,0.006954909,40.74074074,202223
202223,Summer term,Local authority,E92000001,England,E12000004,East Midlands,E06000062,West Northamptonshire,941,Secondary,EHC plan,26053,1521,27574,6137,3332,2805,1046,33711,12434,12628,25062,991,1522,284,36,46,0,26,192,1226,975,504,13,26,339,168,110,55,2395,245,0,81.79525971,18.20474029,9.88401412,8.320726172,4.514846786,0.842454985,0.326302987,7.104505948,0.163151494,0.726765744,0.106790069,0.136453976,0,0.077126161,0.569547032,3.636795111,0,49.84520124,202223
202223,Summer term,Local authority,E92000001,England,E12000008,South East,E06000035,Medway,887,Primary,No SEN,1788077,29413,1817490,107186,60169,47017,18131,1924676,880173,892411,1772584,15493,45557,3823,2773,1,250,1934,248,5538,3270,359,208,3334,22601,0,20085,2638,23378,916,45,94.43095877,5.569041231,3.126188512,2.442852719,2.366995796,0.198630834,1.043552265,1.214645998,0.13706203,0.047592426,0.144076198,5.20E-05,0.012989199,0.100484445,0.012885286,0.287736741,0.002338056,18.37908012,202223
202223,Summer term,Local authority,E92000001,England,E12000008,South East,E06000040,Windsor and Maidenhead,868,Primary,No SEN,859342,15691,875033,43914,29379,14535,7437,918947,425908,427154,853062,6280,21413,1935,2993,0,88,453,16,2475,2191,278,669,2097,10729,5,7097,1157,4235,2046,6,95.22126956,4.778730438,3.197028773,1.581701665,2.330167028,0.210567095,0.772296988,0.460853564,0.125904976,0.222646137,0.325698871,0,0.009576178,0.049295552,0.001741123,0.269330005,0.000652921,13.7956028,202223
202223,Summer term,Local authority,E92000001,England,E12000006,East of England,E06000055,Bedford,822,Secondary,No SEN,765115,31702,796817,74628,46134,28494,28158,871445,365334,374185,739519,25596,29562,3317,2498,4330,109,129,2490,3698,11107,1247,33,2794,11731,6037,4714,2562,18153,3065,1,91.43629259,8.563707406,5.293965769,3.269741636,3.392296703,0.380632168,0.540940622,2.083091876,0.293994457,0.351714681,0.286650334,0.496875879,0.012507961,0.014803,0.285732318,0.424352656,0.000114752,28.12086192,202223
202223,Summer term,Local authority,E92000001,England,E12000006,East of England,E10000029,Suffolk,935,Special,EHC plan,105842,3072,108914,16176,10827,5349,1725,125090,52745,51578,104323,1519,4751,904,82,2,0,564,152,4372,1249,459,32,125,1606,60,890,206,4122,131,0,87.06851067,12.93148933,8.655368135,4.276121193,3.798065393,0.722679671,0.711487729,3.295227436,0.164681429,0.104724598,0.065552802,0.001598849,0,0.45087537,0.121512511,3.49508354,0,34.70394737,202223
202223,Summer term,Local authority,E92000001,England,E12000004,East Midlands,E06000061,North Northamptonshire,940,Secondary,No SEN,1208435,28578,1237013,119819,66091,53728,42622,1356832,576250,592402,1168652,39783,43419,4852,771,1353,60,164,5565,8262,2350,3198,95,2569,19196,4368,8089,2839,41157,1643,1645,91.16920886,8.830791137,4.870978868,3.959812269,3.200027712,0.357597698,0.596168133,3.033315842,0.2092374,0.121090894,0.056823542,0.099717577,0.004422066,0.012086979,0.410146577,0.608918422,0.121238296,27.26383139,202223
202223,Summer term,Local authority,E92000001,England,E12000007,London,E09000031,Waltham Forest,320,Secondary,No SEN,855603,23314,878917,84989,44359,40630,33430,963906,407919,416813,824732,30871,22849,3179,11071,1786,32,8,1864,3563,2548,1869,244,1451,13904,5167,4243,2559,30530,3298,7,91.18285393,8.81714607,4.60200476,4.21514131,2.37045936,0.329803944,0.440188151,3.167321295,0.265482319,0.342149546,1.14855598,0.185287777,0.003319826,0.000829956,0.193379852,0.369641853,0.000726212,31.76145565,202223
202223,Summer term,Local authority,E92000001,England,E12000008,South East,E06000041,Wokingham,872,Primary,SEN support,137917,3223,141140,11047,7851,3196,2019,152187,67560,68607,136167,1750,4986,613,309,0,345,214,117,1221,660,35,125,204,2234,0,1115,269,1641,171,46,92.74116712,7.258832883,5.158784916,2.100047967,3.27623253,0.402793931,0.732651278,1.078278697,0.176756228,0.112361765,0.203039681,0,0.22669479,0.140616478,0.076879103,0.802302431,0.030225972,22.29832572,202223
202223,Summer term,Local authority,E92000001,England,E12000007,London,E09000023,Lewisham,209,Special,No SEN,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,202223
202223,Summer term,Local authority,E92000001,England,E12000007,London,E09000016,Havering,311,Special,EHC plan,15473,487,15960,2514,1866,648,124,18474,7763,7695,15458,15,1049,361,31,0,0,76,124,225,293,0,0,95,99,0,157,109,381,1,0,86.39168561,13.60831439,10.10068204,3.507632348,5.678250514,1.954097651,0.849843023,2.062357908,0.590018404,0.005413013,0.167803399,0,0,0.411388979,0.671213597,1.217927899,0,37.20930233,202223
