time_period,time_identifier,geographic_level,country_code,country_name,region_code,region_name,new_la_code,la_name,old_la_code,school_type,gender,present_sessions,approved_educational_activity,overall_attendance,overall_absence,authorised_absence,unauthorised_absence,late_sessions,possible_sessions,reason_present_am,reason_present_pm,reason_present,reason_l_present_late_before_registers_closed,reason_i_authorised_illness,reason_m_authorised_medical_dental,reason_r_authorised_religious_observance,reason_s_authorised_study_leave,reason_t_authorised_grt_absence,reason_h_authorised_holiday,reason_e_authorised_excluded,reason_c_authorised_other,reason_b_aea_education_off_site,reason_d_aea_dual_registration,reason_j_aea_interview,reason_p_aea_approved_sporting_activity,reason_v_aea_educational_visit_trip,reason_w_aea_work_experience,reason_g_unauthorised_holiday,reason_u_unauthorised_late_after_registers_closed,reason_o_other_unauthorised,reason_n_no_reason_yet,reason_x_not_attending_covid_non_compulsory,attendance_perc,overall_absence_perc,authorised_absence_perc,unauthorised_absence_perc,illness_perc,appointments_perc,unauth_hol_perc,unauth_oth_perc,unauth_late_registers_closed_perc,unauth_not_yet_perc,auth_religious_perc,auth_study_perc,auth_grt_perc,auth_holiday_perc,auth_excluded_perc,auth_other_perc,covid_non_compulsory_perc,pa_perc,academic_year
202223,Summer term,Local authority,E92000001,England,E12000004,East Midlands,E06000015,Derby,831,Secondary,Female,436225,9814,446039,50067,29022,21045,17907,496106,206629,212779,419408,16817,17731,2064,2377,300,1,407,1381,4761,2215,3216,131,533,6149,786,3350,1090,16058,547,0,89.90800353,10.09199647,5.849959484,4.242036984,3.574034581,0.41604012,0.675258916,3.236808263,0.21971111,0.110258695,0.479131476,0.060470948,0.00020157,0.082038919,0.278367929,0.959673941,0,31.09666597,202223
202223,Summer term,Local authority,E92000001,England,E12000004,East Midlands,E10000007,Derbyshire,830,Secondary,Male,1247867,48807,1296674,134587,76421,58166,37689,1431261,637379,575377,1212756,35111,46093,4765,234,1886,235,984,7339,14700,11735,3335,170,2237,20649,14016,8271,2578,45512,1805,185,90.59661376,9.403386245,5.339417479,4.063968766,3.220446865,0.332923205,0.577882022,3.17985329,0.180120886,0.126112568,0.016349219,0.131771913,0.016419088,0.068750563,0.512764618,1.027066342,0.012925665,26.20506385,202223
202223,Summer term,Local authority,E92000001,England,E12000008,South East,E06000041,Wokingham,872,Secondary,Male,396525,15631,412156,39806,28932,10874,19231,451962,185102,193310,378412,18113,14380,1375,1357,7620,4,190,893,3107,1891,1034,36,1000,9728,2976,1264,1118,7663,829,6,91.19262239,8.807377611,6.401423128,2.405954483,3.181683416,0.304229117,0.27966953,1.695496524,0.247365929,0.1834225,0.300246481,1.68598245,0.00088503,0.042038932,0.197582983,0.687447175,0.001327545,30.03003003,202223
202223,Summer term,Local authority,E92000001,England,E12000001,North East,E08000022,North Tyneside,392,Special,Male,41137,1170,42307,4511,2809,1702,261,46818,20392,20510,40902,235,1606,542,21,16,0,44,30,550,947,74,0,0,223,0,563,26,882,231,0,90.36481695,9.635183049,5.999829126,3.635353924,3.430304584,1.157674399,1.202528942,1.883890811,0.055534196,0.493399974,0.044854543,0.03417489,0,0.093980947,0.064077919,1.174761844,0,27.35849057,202223
202223,Summer term,Local authority,E92000001,England,E12000002,North West,E08000012,Liverpool,341,Secondary,Male,924549,23916,948465,131024,56162,74862,57171,1079489,412600,457629,870229,54320,30675,4284,4186,1911,1,259,6647,8181,4438,10963,251,3402,11522,4303,8499,2851,60494,3018,18,87.86240527,12.13759473,5.202646808,6.934947924,2.841622286,0.396854438,0.787316962,5.603947794,0.264106443,0.279576726,0.387776068,0.177028205,9.26E-05,0.023992834,0.615754306,0.757858579,0.001667456,34.63692197,202223
202223,Summer term,Local authority,E92000001,England,E12000007,London,E09000005,Brent,304,Special,Female,5858,1,5859,519,418,101,38,6378,2894,2934,5828,30,250,62,78,0,0,0,0,28,0,9,0,0,1,0,8,8,85,0,0,91.86265287,8.137347131,6.553778614,1.583568517,3.919724051,0.972091565,0.12543117,1.332706177,0.12543117,0,1.222953904,0,0,0,0,0.439009094,0,22.64150943,202223
202223,Summer term,Local authority,E92000001,England,E12000006,East of England,E06000033,Southend-on-Sea,882,Primary,Male,440313,9820,450133,27181,17953,9228,5254,477314,216631,218792,435423,4890,13928,797,1043,0,0,470,88,1626,837,263,114,1237,7632,0,4746,364,3892,226,1,94.30542578,5.694574222,3.761255693,1.933318528,2.917995282,0.166976037,0.994314016,0.815396154,0.076260072,0.047348286,0.218514437,0,0,0.098467675,0.018436501,0.340656256,0.000209506,18.61268823,202223
202223,Summer term,Local authority,E92000001,England,E12000008,South East,E06000038,Reading,870,Secondary,Female,293241,8796,302037,33327,21077,12250,7228,335364,144288,142764,287052,6189,11595,1143,1749,3807,0,40,612,2131,1747,613,88,522,4303,2136,1481,1039,9116,614,0,90.06243962,9.937560382,6.28481292,3.652747462,3.457437292,0.340823702,0.441609714,2.718240479,0.309812622,0.183084648,0.521522883,1.135184456,0,0.011927339,0.182488281,0.635428967,0,34.08679928,202223
202223,Summer term,Local authority,E92000001,England,E12000006,East of England,E10000029,Suffolk,935,Primary,Female,2443879,49142,2493021,139579,90615,48964,22245,2632600,1212405,1214412,2426817,17062,68247,6168,2098,1,155,3749,497,9434,11413,1159,274,2179,35274,2,25098,5183,17216,1467,266,94.69805515,5.301944845,3.442034491,1.859910355,2.592380156,0.234293094,0.953354099,0.653954266,0.196877611,0.055724379,0.079693079,3.80E-05,0.005887716,0.142406746,0.018878675,0.358352959,0.01010408,16.90096564,202223
202223,Summer term,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E08000036,Wakefield,384,Special,Male,31796,1030,32826,6719,5561,1158,93,39545,15867,15838,31705,91,1715,405,62,0,26,647,60,2646,968,94,0,0,62,0,60,2,1094,2,0,83.00922999,16.99077001,14.06246049,2.928309521,4.336831458,1.024149703,0.151725882,2.76646858,0.005057529,0.005057529,0.156783411,0,0.065747882,1.63611076,0.151725882,6.691111392,0,44.13407821,202223
202223,Summer term,Local authority,E92000001,England,E12000001,North East,E08000022,North Tyneside,392,Secondary,Male,514116,22126,536242,45890,29064,16826,17409,582132,246753,250146,496899,17217,19698,2057,318,637,4,233,2377,3739,2492,5309,94,2857,7803,8880,4339,192,11492,803,1,92.11690819,7.883091807,4.992682072,2.890409735,3.38376863,0.353356283,0.745363595,1.974122708,0.03298221,0.137941223,0.054626786,0.109425354,0.000687129,0.040025286,0.408326634,0.642294188,0.000171782,23.46808121,202223
202223,Summer term,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E08000036,Wakefield,384,Primary,Female,1238893,21301,1260194,83460,47565,35895,11829,1343654,611639,617426,1229065,9828,35064,3089,2896,1,987,500,158,4857,3642,369,104,559,16996,0,22592,2001,10511,791,13,93.7885795,6.2114205,3.539973833,2.671446667,2.609600388,0.229895494,1.681385238,0.78226984,0.148922267,0.058869322,0.215531677,7.44E-05,0.073456411,0.037211961,0.01175898,0.361476987,0.000967511,20.94806553,202223
202223,Summer term,Local authority,E92000001,England,E12000007,London,E09000021,Kingston upon Thames,314,Primary,Male,508517,11298,519815,28410,18107,10303,7170,548225,248921,252886,501807,6710,12870,1270,1762,0,100,140,62,1624,2403,24,478,1344,7072,1,3992,460,5520,331,279,94.81782115,5.18217885,3.302840987,1.879337863,2.347576269,0.23165671,0.728168179,1.006885859,0.083907155,0.06037667,0.321400885,0,0.018240686,0.02553696,0.011309225,0.296228738,0.050891514,16.57661552,202223
202223,Summer term,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E08000034,Kirklees,382,Special,Female,8540,212,8752,1008,923,85,37,9760,4284,4221,8505,35,538,96,62,11,0,10,0,204,139,0,2,0,71,0,62,2,21,0,2,89.67213115,10.32786885,9.456967213,0.870901639,5.512295082,0.983606557,0.635245902,0.215163934,0.020491803,0,0.635245902,0.112704918,0,0.102459016,0,2.090163934,0.020491803,27.5862069,202223
202223,Summer term,Local authority,E92000001,England,E12000005,West Midlands,E08000031,Wolverhampton,336,Secondary,Female,806851,24192,831043,82126,39055,43071,33699,913169,379046,395602,774648,32203,23401,2242,2300,3257,0,548,2247,4999,3459,4675,102,414,14459,5758,5994,1496,34341,1240,61,91.00648401,8.993515987,4.276864414,4.716651573,2.562614368,0.245518628,0.656395476,3.760640144,0.163825097,0.135790856,0.251870136,0.356670014,0,0.060010798,0.246066172,0.547434265,0.006680034,30.19979212,202223
202223,Summer term,Local authority,E92000001,England,E12000009,South West,E06000024,North Somerset,802,Special,Male,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,202223
202223,Summer term,Local authority,E92000001,England,E12000001,North East,E06000004,Stockton-on-Tees,808,Primary,Male,838733,16899,855632,52340,29148,23192,8782,907972,414116,417020,831136,7597,20607,2109,1735,0,64,1297,671,2656,3337,338,0,2372,11190,0,12565,1185,8972,470,9,94.23550506,5.76449494,3.210231153,2.554263788,2.269563379,0.232275885,1.383853247,0.988136198,0.130510632,0.051763711,0.191085188,0,0.007048676,0.142845815,0.073900957,0.292520034,0.00099122,18.64642485,202223
202223,Summer term,Local authority,E92000001,England,E12000008,South East,E06000040,Windsor and Maidenhead,868,Primary,Male,504257,9614,513871,29704,19711,9993,5276,543575,249255,250725,499980,4277,13832,1404,1727,0,36,333,175,2200,1915,460,400,1240,6057,2,4591,999,3140,1263,4,94.53543669,5.464563308,3.62617854,1.838384768,2.544635055,0.258290024,0.844593662,0.577657177,0.183783287,0.232350642,0.317711447,0,0.006622821,0.061261096,0.032194269,0.404727958,0.000735869,16.17047308,202223
202223,Summer term,Local authority,E92000001,England,E12000007,London,E09000029,Sutton,319,Special,Male,37645,1039,38684,6778,4192,2586,612,45462,19215,17958,37173,472,2002,398,114,0,0,195,60,1423,627,5,6,16,346,44,100,140,1986,360,0,85.0908451,14.9091549,9.220887774,5.688267124,4.403677797,0.875456425,0.219963926,4.368483569,0.307949496,0.791870133,0.250758876,0,0,0.428929656,0.131978356,3.130086666,0,40.63926941,202223
202223,Summer term,Local authority,E92000001,England,E12000007,London,E09000028,Southwark,210,Secondary,Male,278868,9443,288311,31635,17886,13749,10769,319946,131300,137773,269073,9795,9350,1274,2605,288,0,104,1662,2602,2020,2681,40,1400,3862,2121,815,974,10140,1820,1,90.11239397,9.887606034,5.590318366,4.297287667,2.92236815,0.398192195,0.254730486,3.169284817,0.304426372,0.568845993,0.814199896,0.09001519,0,0.032505485,0.519462659,0.813262238,0.000312553,30.796565,202223
202223,Summer term,Local authority,E92000001,England,E12000008,South East,E10000025,Oxfordshire,931,Primary,Male,2355006,44149,2399155,139130,100122,39008,22832,2538285,1165392,1170634,2336026,18980,68369,7702,4934,1,651,2228,1126,14994,9927,418,799,2205,31218,0,18166,3852,15080,1910,117,94.51874002,5.481259985,3.94447432,1.536785664,2.693511564,0.303433224,0.715680075,0.594101923,0.151756008,0.075247657,0.194383215,3.94E-05,0.025647238,0.087775801,0.044360661,0.590713809,0.004609411,16.29438585,202223
202223,Summer term,Local authority,E92000001,England,E12000004,East Midlands,E10000024,Nottinghamshire,891,Primary,Female,2885147,62647,2947794,159989,93699,66290,25829,3107783,1426539,1436251,2862790,22357,72457,7031,2326,0,843,2194,119,8707,17515,433,193,2858,42080,1,39684,3472,21671,1463,22,94.85198934,5.148010656,3.014978845,2.133031811,2.331469089,0.226238447,1.276923131,0.697313809,0.111719512,0.047075359,0.07484435,0,0.027125446,0.07059695,0.003829096,0.280167566,0.0007079,16.38472506,202223
202223,Summer term,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E08000036,Wakefield,384,Secondary,Female,932035,24683,956718,111906,61050,50856,28677,1068624,444716,459789,904505,27530,40722,3371,2026,810,32,335,4356,9001,7449,8976,99,1322,12261,3552,10273,1147,37548,1888,397,89.52802857,10.47197143,5.712954229,4.759017203,3.810694875,0.315452395,0.96132971,3.513677402,0.107334292,0.1766758,0.189589603,0.07579841,0.002994505,0.031348725,0.407627004,0.842298133,0.037150579,31.60749507,202223
202223,Summer term,Local authority,E92000001,England,E12000004,East Midlands,E06000062,West Northamptonshire,941,Special,Male,62792,2294,65086,8769,6813,1956,647,73855,31279,30949,62228,564,2785,647,108,88,0,138,147,2900,1354,0,2,33,902,3,467,83,1391,15,0,88.12673482,11.87326518,9.224832442,2.64843274,3.770902444,0.876040891,0.632320087,1.883420215,0.112382371,0.020310067,0.146232483,0.119152393,0,0.186852617,0.199038657,3.926612958,0,34.97822932,202223
202223,Summer term,Local authority,E92000001,England,E12000001,North East,E06000004,Stockton-on-Tees,808,Secondary,Male,564576,16632,581208,69253,32543,36710,21947,650461,269744,273593,543337,21239,18767,2132,1112,540,0,479,6114,3338,4050,3413,41,1449,9187,1905,5378,708,28989,1635,61,89.35324332,10.64675668,5.003067056,5.643689629,2.885184508,0.327767537,0.826798225,4.456685335,0.10884588,0.251360189,0.170955676,0.083018044,0,0.07364008,0.939948744,0.513174502,0.009377964,29.7173851,202223
202223,Summer term,Local authority,E92000001,England,E12000008,South East,E06000060,Buckinghamshire,825,Primary,Female,1893010,40285,1933295,107534,74785,32749,21582,2040829,931786,942180,1873966,19044,53764,4937,6480,0,1029,1333,88,7077,5846,356,154,1680,32603,2,16744,2538,11554,1913,77,94.73086672,5.269133279,3.664442244,1.604691035,2.63441964,0.241911498,0.820450905,0.566142484,0.124361228,0.093736418,0.317518028,0,0.050420687,0.065316594,0.004311973,0.346770847,0.003772977,15.89693449,202223
202223,Summer term,Local authority,E92000001,England,E12000007,London,E09000010,Enfield,308,Primary,Male,1139600,19101,1158701,76199,49152,27047,17919,1234900,556170,567276,1123446,16154,31536,3461,8092,2,0,248,293,5389,2623,2354,883,975,14620,0,4908,1765,19984,390,131,93.82954085,6.170459146,3.980241315,2.190217831,2.553729047,0.280265609,0.397441088,1.618268686,0.142926553,0.031581505,0.655275731,0.000161956,0,0.020082598,0.023726618,0.436391611,0.010608146,20.27180068,202223
202223,Summer term,Local authority,E92000001,England,E12000008,South East,E06000038,Reading,870,Special,Male,21535,1059,22594,5294,3177,2117,322,27888,10659,10695,21354,181,960,213,86,191,0,100,251,1376,883,0,0,0,172,4,129,141,1833,14,0,81.01692484,18.98307516,11.39199656,7.5910786,3.442340792,0.763769363,0.462564544,6.572719449,0.505593804,0.050200803,0.308376363,0.684882387,0,0.358577166,0.900028686,4.934021801,0,44.22310757,202223
202223,Summer term,Local authority,E92000001,England,E12000007,London,E09000022,Lambeth,208,Secondary,Female,369883,13338,383221,42666,20856,21810,15958,425887,173060,182742,355802,14081,10517,1620,2970,1333,0,400,1118,2868,2791,2620,57,1621,6127,2742,1211,1877,15240,3482,30,89.98184965,10.01815035,4.897073637,5.121076718,2.46943438,0.38038259,0.284347726,3.578413992,0.440727235,0.817587764,0.697368081,0.312993822,0,0.093921627,0.262510948,0.673418066,0.007044122,32.37547893,202223
202223,Summer term,Local authority,E92000001,England,E12000002,North West,E08000008,Tameside,357,Secondary,Female,676615,19849,696464,82982,31448,51534,26365,779446,319622,334173,653795,22820,16940,2001,3116,193,13,87,2922,6175,3075,4612,51,724,11014,4985,6095,3545,40957,937,1,89.35372046,10.64627954,4.034660515,6.611619022,2.173338499,0.256720799,0.781965653,5.25462957,0.454810211,0.120213588,0.399771119,0.024761177,0.001667851,0.011161774,0.374881647,0.792229353,0.000128296,30.3115016,202223
202223,Summer term,Local authority,E92000001,England,E12000005,West Midlands,E06000019,"Herefordshire, County of",884,Secondary,Female,283311,8369,291680,33004,23691,9313,7757,324684,137379,138948,276327,6984,16393,2242,113,612,2,479,753,3093,1195,781,46,547,4813,1768,1291,773,6682,567,4,89.83503961,10.16496039,7.296633034,2.868327358,5.048909093,0.690517549,0.397617376,2.05800101,0.238077639,0.174631334,0.03480307,0.188490964,0.000615984,0.147528058,0.231917803,0.952618546,0.001231967,30.9623431,202223
202223,Summer term,Local authority,E92000001,England,E12000004,East Midlands,E06000018,Nottingham,892,Secondary,Male,698154,16842,714996,89404,39273,50131,29593,804400,327278,343292,670570,27584,16228,1961,5533,1816,101,209,8803,4508,7237,4809,83,949,5634,2939,4397,2009,41871,1854,114,88.88562904,11.11437096,4.882272501,6.232098458,2.017404276,0.243784187,0.546618598,5.205246146,0.249751367,0.230482347,0.68784187,0.225758329,0.012555942,0.025982098,1.094356042,0.560417703,0.014172054,33.70523416,202223
202223,Summer term,Local authority,E92000001,England,E12000009,South West,E06000059,Dorset,838,Special,Female,18587,434,19021,2473,1866,607,83,21494,9349,9170,18519,68,1076,281,0,0,0,38,5,466,152,0,1,0,173,108,106,15,467,19,0,88.49446357,11.50553643,8.68149251,2.824043919,5.006048199,1.307341584,0.493160882,2.172699358,0.069786917,0.088396762,0,0,0,0.176793524,0.023262306,2.168046897,0,28.84615385,202223
202223,Summer term,Local authority,E92000001,England,E12000002,North West,E08000014,Sefton,343,Secondary,Unknown,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,202223
202223,Summer term,Local authority,E92000001,England,E12000002,North West,E06000009,Blackpool,890,Secondary,Female,274035,7888,281923,39704,14524,25180,14197,321627,127876,134204,262080,11955,7998,1127,277,596,0,52,1637,2837,1314,6731,47,279,4057,2191,3227,2242,18467,1244,0,87.65526526,12.34473474,4.51579003,7.828944709,2.486731524,0.350405905,1.003336163,5.741744319,0.69708078,0.386783448,0.08612461,0.185307826,0,0.016167797,0.508974682,0.882077686,0,37.18739851,202223
202223,Summer term,Local authority,E92000001,England,E12000002,North West,E08000003,Manchester,352,Primary,Female,2160976,21316,2182292,159786,95049,64737,46847,2342078,1042396,1078227,2120623,40353,56885,5158,24700,3,617,607,231,6823,5879,564,845,198,14392,2,22593,6494,31407,4243,25,93.17759699,6.822403011,4.058319151,2.764083861,2.428826025,0.220231777,0.964656173,1.340988643,0.277275138,0.181163907,1.054619018,0.000128091,0.026344127,0.025917156,0.009863036,0.291322492,0.001067428,22.9994726,202223
202223,Summer term,Local authority,E92000001,England,E12000002,North West,E08000014,Sefton,343,Secondary,Male,680035,27862,707897,81732,44403,37329,38694,789629,314758,327361,642119,37916,30746,2953,453,1872,0,507,1154,6716,6585,5689,452,3277,10395,7153,5526,778,22070,8955,2,89.64931632,10.35068368,5.623273715,4.727409961,3.893727307,0.373973094,0.699822322,2.794983467,0.098527283,1.134076889,0.057368714,0.23707336,0,0.064207368,0.146144582,0.850526007,0.000253284,31.89863746,202223
202223,Summer term,Local authority,E92000001,England,E12000002,North West,E06000064,Westmorland and Furness,943,Secondary,Female,406490,17758,424248,44497,30817,13680,10316,468745,197705,199247,396952,9538,21757,2449,272,1550,0,374,638,3776,2720,893,105,2084,8405,4444,3315,778,9188,399,1,90.50720541,9.49279459,6.57436346,2.91843113,4.641542843,0.522458906,0.707207544,1.960127575,0.165975104,0.085120908,0.058027286,0.330670194,0,0.079787518,0.136108118,0.805555259,0.000213336,29.99345121,202223
202223,Summer term,Local authority,E92000001,England,E12000004,East Midlands,E10000018,Leicestershire,855,Secondary,Female,1451720,52256,1503976,175291,106189,69102,45796,1679267,699265,709907,1409172,42548,70733,9049,2216,2465,318,355,3592,17414,8295,4458,219,3640,30785,9317,6990,3248,55039,3825,47,89.56145747,10.43854253,6.323532827,4.115009704,4.212135414,0.538866065,0.416253044,3.277560983,0.193417723,0.227777953,0.131962338,0.146790236,0.018936834,0.021140176,0.213902852,1.037000072,0.00279884,30.46274688,202223
202223,Summer term,Local authority,E92000001,England,E12000005,West Midlands,E08000027,Dudley,332,Primary,Male,1229052,22136,1251188,87082,49817,37265,16196,1338270,603710,611549,1215259,13793,36316,3116,4145,1,640,626,769,4192,4798,1310,57,774,16507,0,16812,2403,17158,892,12,93.49294238,6.507057619,3.722492472,2.784565148,2.713652701,0.232837918,1.256248739,1.282103014,0.179560178,0.066653216,0.309728231,7.47E-05,0.047822936,0.046776809,0.057462246,0.313240228,0.00089668,22.25840521,202223
202223,Summer term,Local authority,E92000001,England,E12000008,South East,E06000037,West Berkshire,869,Primary,Female,425594,9008,434602,21818,15713,6105,3372,456420,210833,211958,422791,2803,11259,1282,394,0,14,808,64,1809,1058,348,2,791,7156,1,3041,569,2171,324,83,95.21975374,4.780246264,3.44266246,1.337583804,2.466806888,0.280881644,0.666272293,0.475658385,0.124665878,0.070987249,0.086324,0,0.00306735,0.177029929,0.014022173,0.396345471,0.018185005,12.95133438,202223
202223,Summer term,Local authority,E92000001,England,E12000008,South East,E10000025,Oxfordshire,931,Special,Female,25089,299,25388,3056,2525,531,428,28444,12215,12522,24737,352,1457,547,64,3,0,84,4,364,181,0,4,11,94,9,77,76,368,10,2,89.25608213,10.74391787,8.87709183,1.866826044,5.122345662,1.923076923,0.270707355,1.293770215,0.267191675,0.035156799,0.225003516,0.01054704,0,0.295317114,0.01406272,1.279707495,0.00703136,31.87250996,202223
202223,Summer term,Local authority,E92000001,England,E12000007,London,E09000031,Waltham Forest,320,Primary,Female,663562,12476,676038,44167,29606,14561,11408,720205,323354,330018,653372,10190,16497,1804,7446,2,176,935,14,2337,1719,40,470,1160,9127,0,4438,1218,8093,812,395,93.86744052,6.13255948,4.110774016,2.021785464,2.290597816,0.250484237,0.616213439,1.123707833,0.169118515,0.112745677,1.0338723,0.000277699,0.024437487,0.129824147,0.001943891,0.324490944,0.054845495,19.62945216,202223
202223,Summer term,Local authority,E92000001,England,E12000002,North West,E08000007,Stockport,356,Special,Female,15243,299,15542,1479,1199,280,159,17021,7513,7574,15087,156,677,149,38,0,0,96,5,234,23,0,0,26,214,36,102,3,172,3,0,91.3107338,8.689266201,7.044239469,1.645026732,3.977439633,0.875389225,0.599259738,1.010516421,0.017625286,0.017625286,0.223253628,0,0,0.564009165,0.029375477,1.37477234,0,32.27848101,202223
202223,Summer term,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E08000034,Kirklees,382,Secondary,Unknown,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,202223
202223,Summer term,Local authority,E92000001,England,E12000006,East of England,E06000056,Central Bedfordshire,823,Secondary,Female,853817,27577,881394,77428,51347,26081,20940,958822,414049,421144,835193,18624,34646,4168,481,1445,126,315,1680,8486,5357,1852,357,2006,17192,2665,5308,2316,17480,977,0,91.92467424,8.075325764,5.355217131,2.720108633,3.613392267,0.43470008,0.553595975,1.823070393,0.241546398,0.101895868,0.050165724,0.150705762,0.013141125,0.032852813,0.175215003,0.885044357,0,24.46371013,202223
202223,Summer term,Local authority,E92000001,England,E12000009,South West,E10000013,Gloucestershire,916,Special,Male,82834,3411,86245,10873,8859,2014,951,97118,41076,41005,82081,753,4321,941,53,0,32,671,214,2627,857,125,16,167,2364,7,356,198,1447,13,0,88.80434111,11.19565889,9.121892955,2.073765934,4.449226714,0.968924401,0.366564386,1.489940073,0.203875698,0.013385778,0.054572788,0,0.032949608,0.690912086,0.220350501,2.704956857,0,30.94384707,202223
202223,Summer term,Local authority,E92000001,England,E12000005,West Midlands,E08000027,Dudley,332,Special,Male,43068,705,43773,3960,2317,1643,491,47733,21249,21393,42642,426,1554,260,89,0,71,88,11,244,195,244,6,4,500,0,354,65,1194,30,0,91.70385268,8.296147319,4.854084177,3.442063143,3.255609327,0.544696541,0.741625291,2.501414116,0.136174135,0.062849601,0.186453816,0,0.148744055,0.184358829,0.023044854,0.511176754,0,26.07655502,202223
202223,Summer term,Local authority,E92000001,England,E12000009,South West,E06000023,"Bristol, City of",801,Special,Male,57109,2173,59282,10833,6741,4092,787,70115,28206,28408,56614,495,2789,399,344,318,0,785,99,1978,1459,63,0,16,638,60,280,292,3075,445,29,84.5496684,15.4503316,9.614205234,5.836126364,3.977750838,0.569065107,0.399343935,4.385652143,0.416458675,0.634671611,0.490622549,0.453540612,0,1.119589246,0.141196606,2.821079655,0.041360622,44.80620155,202223
202223,Summer term,Local authority,E92000001,England,E12000002,North West,E10000017,Lancashire,888,Primary,Male,3988807,61405,4050212,244786,158651,86135,47191,4294998,1970274,1976876,3947150,41657,107363,11940,12927,1,2402,6321,2833,14139,13298,5161,183,4094,43828,2,45253,5534,31374,3974,725,94.30067255,5.69932745,3.693855038,2.005472412,2.499721769,0.277997801,1.05362098,0.730477639,0.128847557,0.092526236,0.300978021,2.33E-05,0.055925521,0.147171198,0.06596045,0.329196894,0.016880101,17.81383065,202223
202223,Summer term,Local authority,E92000001,England,E12000005,West Midlands,E10000028,Staffordshire,860,Special,Female,52719,918,53637,5724,4521,1203,534,59361,26069,26217,52286,433,2594,701,74,0,0,306,22,824,286,0,0,7,613,12,325,101,766,11,0,90.3573053,9.642694699,7.616111588,2.02658311,4.369872475,1.180910025,0.547497515,1.290409528,0.170145382,0.018530685,0.124660973,0,0,0.515489968,0.03706137,1.388116777,0,29.47976879,202223
202223,Summer term,Local authority,E92000001,England,E12000001,North East,E06000002,Middlesbrough,806,Secondary,Male,376075,10051,386126,60833,20389,40444,22479,446959,172472,182222,354694,21381,9081,913,1857,339,19,467,5585,2128,2574,7285,33,1419,4825,1200,4172,1098,33815,1359,0,86.38957936,13.61042064,4.561715952,9.048704691,2.03172998,0.204269295,0.933418949,7.565570891,0.245660116,0.304054734,0.41547435,0.075845883,0.004250949,0.104483856,1.249555328,0.47610631,0,39.65557366,202223
202223,Summer term,Local authority,E92000001,England,E12000002,North West,E08000015,Wirral,344,Primary,Female,1086360,16106,1102466,71406,43422,27984,14541,1173872,532449,541630,1074079,12281,33242,2906,967,3,52,2438,37,3741,3881,448,207,347,11671,0,13020,2260,11779,925,36,93.91705399,6.082946011,3.699040441,2.383905571,2.831824935,0.247556803,1.10914989,1.003431379,0.19252525,0.078799051,0.082376954,0.000255564,0.004429785,0.207688743,0.003151962,0.31868892,0.003066774,21.13908057,202223
202223,Summer term,Local authority,E92000001,England,E12000002,North West,E08000004,Oldham,353,Primary,Female,1129822,9804,1139626,82812,47767,35045,16552,1222438,560588,554786,1115374,14448,30227,2858,11117,0,0,410,29,2871,3858,1,103,300,5543,0,17612,2104,14458,871,255,93.2256687,6.774331295,3.907519236,2.866812059,2.472681641,0.233795088,1.440727464,1.182718469,0.172115068,0.071251057,0.909412175,0,0,0.033539533,0.002372308,0.234858537,0.020859954,23.50718065,202223
202223,Summer term,Local authority,E92000001,England,E12000002,North West,E08000007,Stockport,356,Special,Male,48263,1509,49772,6553,4755,1798,500,56325,23847,23946,47793,470,2056,358,109,0,0,252,72,1908,647,117,6,0,606,250,360,30,1377,31,0,88.36573458,11.63426542,8.44207723,3.192188194,3.650244119,0.635596982,0.639147803,2.444740346,0.053262317,0.055037727,0.193519751,0,0,0.447403462,0.127829561,3.387483356,0,33.52165725,202223
202223,Summer term,Local authority,E92000001,England,E12000007,London,E09000029,Sutton,319,Secondary,Female,502856,18600,521456,51221,32957,18264,10966,572677,245465,247758,493223,9633,20227,2321,1799,4155,0,68,1796,2591,5391,5849,77,2246,8518,2368,2069,1333,12333,2529,0,91.0558657,8.944134303,5.754901978,3.189232325,3.532008445,0.405289544,0.361285681,2.153569988,0.232766463,0.441610192,0.314138686,0.725539877,0,0.011874058,0.31361483,0.452436539,0,27.85636561,202223
