time_period,time_identifier,geographic_level,country_code,country_name,region_code,region_name,new_la_code,la_name,old_la_code,school_type,disadvantage_code,present_sessions,approved_educational_activity,overall_attendance,overall_absence,authorised_absence,unauthorised_absence,late_sessions,possible_sessions,reason_present_am,reason_present_pm,reason_present,reason_l_present_late_before_registers_closed,reason_i_authorised_illness,reason_m_authorised_medical_dental,reason_r_authorised_religious_observance,reason_s_authorised_study_leave,reason_t_authorised_grt_absence,reason_h_authorised_holiday,reason_e_authorised_excluded,reason_c_authorised_other,reason_b_aea_education_off_site,reason_d_aea_dual_registration,reason_j_aea_interview,reason_p_aea_approved_sporting_activity,reason_v_aea_educational_visit_trip,reason_w_aea_work_experience,reason_g_unauthorised_holiday,reason_u_unauthorised_late_after_registers_closed,reason_o_other_unauthorised,reason_n_no_reason_yet,reason_x_not_attending_covid_non_compulsory,attendance_perc,overall_absence_perc,authorised_absence_perc,unauthorised_absence_perc,illness_perc,appointments_perc,unauth_hol_perc,unauth_oth_perc,unauth_late_registers_closed_perc,unauth_not_yet_perc,auth_religious_perc,auth_study_perc,auth_grt_perc,auth_holiday_perc,auth_excluded_perc,auth_other_perc,covid_non_compulsory_perc,pa_perc,academic_year
202223,Autumn term,Local authority,E92000001,England,E12000005,West Midlands,E06000020,Telford and Wrekin,894,Secondary,FSM Not eligible,836414,7675,844089,63175,46875,16300,15184,907264,406268,416360,822628,13786,39408,2428,13,0,0,194,1171,3661,2019,1768,66,453,5136,1,1821,1398,12959,122,0,93.03675667,6.963243334,5.166632865,1.796610468,4.343608916,0.267617805,0.200713354,1.428360433,0.154089659,0.013447023,0.00143288,0,0,0.021382971,0.129069378,0.403520916,0,21.17760088,202223
202223,Autumn term,Local authority,E92000001,England,E12000002,North West,E08000008,Tameside,357,Secondary,FSM eligible,356387,3958,360345,45883,18908,26975,13674,406228,168419,176282,344701,11686,12592,1069,8,0,0,23,2249,2967,2189,2843,46,142,1553,28,1911,1988,23035,41,0,88.70511142,11.29488858,4.654528984,6.640359601,3.099737093,0.263152712,0.470425475,5.670460923,0.489380348,0.010092854,0.001969337,0,0,0.005661845,0.553629981,0.730378014,0,34.03933434,202223
202223,Autumn term,Local authority,E92000001,England,E12000009,South West,E06000023,"Bristol, City of",801,Secondary,FSM eligible,554578,6116,560694,111145,61831,49314,38619,671839,246922,272642,519564,35014,46706,2744,9,0,43,211,3950,8160,3293,18399,117,158,2545,3,2887,3605,41897,925,6,83.45660195,16.54339805,9.203246611,7.340151435,6.951963194,0.408431187,0.429716048,6.236166701,0.536586891,0.137681796,0.001339607,0,0.006400343,0.031406334,0.587938479,1.214576707,0.000893071,49.88771809,202223
202223,Autumn term,Local authority,E92000001,England,E12000002,North West,E06000064,Westmorland and Furness,943,Secondary,FSM Not eligible,911051,13349,924400,73894,60428,13466,16908,998294,446354,448386,894740,16311,50677,3648,478,0,1,755,1352,3494,3620,934,64,2235,7356,74,3413,597,9013,443,23,92.59797214,7.40202786,6.053126634,1.348901225,5.076360271,0.365423412,0.341883253,0.902840245,0.059802022,0.044375705,0.047881686,0,0.000100171,0.075629023,0.135431045,0.349997095,0.002303931,22.69201901,202223
202223,Autumn term,Local authority,E92000001,England,E12000002,North West,E08000007,Stockport,356,Secondary,FSM eligible,275784,1875,277659,52359,29252,23107,20527,330018,123533,133070,256603,19181,21273,1531,4,10,1,216,3239,2977,1121,2277,24,99,624,7,1000,1346,20240,521,1,84.13450175,15.86549825,8.863758946,7.001739299,6.446012036,0.46391409,0.303013775,6.132998806,0.407856541,0.157870177,0.001212055,0.003030138,0.000303014,0.065450975,0.981461617,0.902072008,0.000303014,46.03541186,202223
202223,Autumn term,Local authority,E92000001,England,E12000006,East of England,E06000032,Luton,821,Primary,FSM Not eligible,1481908,7216,1489124,101168,75947,25221,11301,1590292,732443,739557,1472000,9908,67076,2988,49,0,0,255,96,5408,772,48,22,721,5701,0,9402,1393,12107,2319,75,93.638401,6.361599002,4.77566384,1.585935162,4.217841755,0.187890023,0.59121218,0.761306729,0.087593976,0.145822277,0.003081195,0,0,0.016034791,0.006036627,0.340063334,0.004716115,21.07980528,202223
202223,Autumn term,Local authority,E92000001,England,E12000002,North West,E08000005,Rochdale,354,Special,FSM eligible,25047,1103,26150,10673,6014,4659,949,36823,12271,12344,24615,432,2646,273,0,0,0,34,629,2432,997,657,4,0,86,16,307,517,3829,6,0,71.01539798,28.98460202,16.33218369,12.65241833,7.185726312,0.741384461,0.833718057,10.39839231,1.404013796,0.016294164,0,0,0,0.092333596,1.708171523,6.604567797,0,61.84210526,202223
202223,Autumn term,Local authority,E92000001,England,E12000002,North West,E08000011,Knowsley,340,Secondary,FSM Not eligible,393166,4599,397765,35987,20531,15456,15304,433752,183500,194597,378097,15069,17517,892,1,1,1,12,374,1719,2626,2415,34,163,625,1151,1900,235,13038,283,14,91.70332356,8.296676442,4.733349933,3.563326509,4.03848282,0.205647467,0.438038326,3.005865103,0.054178425,0.065244656,0.000230546,0.000230546,0.000230546,0.002766558,0.086224386,0.396309412,0.003227651,25.84818861,202223
202223,Autumn term,Local authority,E92000001,England,E12000005,West Midlands,E06000020,Telford and Wrekin,894,Primary,FSM Not eligible,1153908,9351,1163259,69687,58966,10721,8191,1232946,570956,575482,1146438,7470,52253,2183,8,0,67,1596,33,2818,309,1146,124,552,8366,0,3892,721,5941,167,8,94.34792765,5.652072354,4.782529,0.869543354,4.23806071,0.177055605,0.315666704,0.481854031,0.058477825,0.013544794,0.000648852,0,0.005434139,0.129446058,0.002676516,0.228558266,0.000648852,18.03975868,202223
202223,Autumn term,Regional,E92000001,England,E12000009,South West,,,,Special,FSM Not eligible,582045,8732,590777,90178,79052,11126,5351,680955,288117,289685,577802,4243,44723,6082,12,7,21,2849,873,24465,7165,1095,32,172,1200,163,1179,1108,8227,612,20,86.75712786,13.24287214,11.60899032,1.633881828,6.567688026,0.893157404,0.173139194,1.208156192,0.162712661,0.08987378,0.001762231,0.001027968,0.003083904,0.418383006,0.128202304,3.592748419,0.002937052,39.03988705,202223
