time_period,time_identifier,geographic_level,country_code,country_name,region_code,region_name,new_la_code,la_name,old_la_code,school_type,gender,present_sessions,approved_educational_activity,overall_attendance,overall_absence,authorised_absence,unauthorised_absence,late_sessions,possible_sessions,reason_present_am,reason_present_pm,reason_present,reason_l_present_late_before_registers_closed,reason_i_authorised_illness,reason_m_authorised_medical_dental,reason_r_authorised_religious_observance,reason_s_authorised_study_leave,reason_t_authorised_grt_absence,reason_h_authorised_holiday,reason_e_authorised_excluded,reason_c_authorised_other,reason_b_aea_education_off_site,reason_d_aea_dual_registration,reason_j_aea_interview,reason_p_aea_approved_sporting_activity,reason_v_aea_educational_visit_trip,reason_w_aea_work_experience,reason_g_unauthorised_holiday,reason_u_unauthorised_late_after_registers_closed,reason_o_other_unauthorised,reason_n_no_reason_yet,reason_x_not_attending_covid_non_compulsory,attendance_perc,overall_absence_perc,authorised_absence_perc,unauthorised_absence_perc,illness_perc,appointments_perc,unauth_hol_perc,unauth_oth_perc,unauth_late_registers_closed_perc,unauth_not_yet_perc,auth_religious_perc,auth_study_perc,auth_grt_perc,auth_holiday_perc,auth_excluded_perc,auth_other_perc,covid_non_compulsory_perc,pa_perc,academic_year
202223,Autumn term,Local authority,E92000001,England,E12000001,North East,E06000003,Redcar and Cleveland,807,Special,Male,27885,851,28736,5210,4144,1066,147,33946,13975,13800,27775,110,2154,289,0,0,0,187,84,1430,814,0,0,0,28,9,145,37,884,0,0,84.6520945,15.3479055,12.20762387,3.140281624,6.345372062,0.851352148,0.427149001,2.604135981,0.108996642,0,0,0,0,0.550874919,0.247451835,4.21257291,0,44.64944649,202223
202223,Autumn term,Local authority,E92000001,England,E12000005,West Midlands,E06000051,Shropshire,893,Primary,Male,959477,8079,967556,67423,59467,7956,6773,1034979,475251,478710,953961,5516,52029,2683,42,3,65,928,433,3260,1232,959,0,790,6057,0,3234,1257,3013,452,24,93.48556831,6.514431694,5.745720445,0.768711249,5.02705852,0.259232313,0.312470108,0.291117018,0.12145174,0.043672384,0.004058053,0.000289861,0.006280321,0.089663655,0.041836598,0.314982236,0.002318888,22.99920536,202223
202223,Autumn term,Local authority,E92000001,England,E12000005,West Midlands,E10000034,Worcestershire,885,Special,Female,31061,278,31339,4077,3452,625,447,35416,15213,15453,30666,395,2198,345,0,0,0,138,30,741,99,78,3,103,73,0,70,52,491,12,0,88.4882539,11.5117461,9.747007002,1.764739101,6.20623447,0.974135984,0.197650779,1.386379038,0.146826293,0.033882991,0,0,0,0.389654393,0.084707477,2.092274678,0,35.23131673,202223
202223,Autumn term,Local authority,E92000001,England,E12000008,South East,E06000040,Windsor and Maidenhead,868,Special,Male,32863,229,33092,5461,4726,735,543,38553,16155,16382,32537,326,2902,445,0,0,5,128,34,1139,175,0,1,10,43,0,34,217,445,39,73,85.83508417,14.16491583,12.25844941,1.906466423,7.52730008,1.154255181,0.088190284,1.154255181,0.562861515,0.101159443,0,0,0.012969159,0.332010479,0.088190284,2.954374497,0.189349726,45.14106583,202223
202223,Autumn term,Local authority,E92000001,England,E12000007,London,E09000019,Islington,206,Secondary,Male,178877,3724,182601,15514,9828,5686,6465,198115,84604,87986,172590,6287,7653,607,18,0,1,34,270,1245,3036,790,32,271,385,0,272,178,5087,149,0,92.16919466,7.83080534,4.960755117,2.870050223,3.862907907,0.306387704,0.137293996,2.567700578,0.089846806,0.075208843,0.009085632,0,0.000504757,0.017161749,0.136284481,0.628422886,0,26.98412698,202223
202223,Autumn term,Local authority,E92000001,England,E12000002,North West,E06000064,Westmorland and Furness,943,Secondary,Male,542614,8951,551565,49563,38988,10575,12491,601128,263872,266821,530693,11921,31763,2039,275,0,0,398,1748,2738,3665,761,31,1166,4001,88,2101,570,7629,275,27,91.7550006,8.244999401,6.485806683,1.759192718,5.283899602,0.339195646,0.349509589,1.269114066,0.094821735,0.045747328,0.045747328,0,0,0.066208861,0.290786654,0.455477037,0.004491556,25.93977155,202223
202223,Autumn term,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E08000019,Sheffield,373,Secondary,Male,1239293,8445,1247738,123674,56376,67298,35511,1371412,592270,613040,1205310,33983,40380,3106,11,2,16,111,6109,6641,3426,6344,29,665,4322,3,6332,1528,56992,2446,0,90.9819952,9.018004801,4.110799672,4.907205129,2.944410578,0.226481903,0.461713912,4.155716882,0.111418013,0.178356322,0.000802093,0.000145835,0.001166681,0.008093848,0.445453299,0.484245435,0,25.77647996,202223
202223,Autumn term,Local authority,E92000001,England,E12000006,East of England,E10000015,Hertfordshire,919,Primary,Female,3892634,24285,3916919,250593,205172,45421,40733,4167512,1913052,1944521,3857573,35061,177360,10137,793,2,732,2000,222,13740,3313,1042,196,3086,17690,0,14603,5672,22569,2577,186,93.98698792,6.01301208,4.923129196,1.089882885,4.255776588,0.243238652,0.350400911,0.541546131,0.136100388,0.061835455,0.01902814,4.80E-05,0.017564437,0.047990264,0.005326919,0.329693112,0.004463095,18.94721536,202223
202223,Autumn term,Local authority,E92000001,England,E12000008,South East,E10000014,Hampshire,850,Primary,Male,4898269,48896,4947165,311933,269056,42877,36991,5259098,2425731,2441107,4866838,31431,228598,11462,334,1,502,5705,1350,19834,7077,530,145,1884,39790,0,16987,5560,17050,3280,1270,94.06869771,5.931302288,5.116010388,0.8152919,4.346714969,0.217946119,0.323002157,0.324200081,0.105721551,0.06236811,0.006350899,1.90E-05,0.009545363,0.108478678,0.025669801,0.377136916,0.024148628,18.25062896,202223
202223,Autumn term,Local authority,E92000001,England,E12000009,South West,E06000025,South Gloucestershire,803,Secondary,Female,891726,6480,898206,94918,65298,29620,24320,993124,431752,438051,869803,21923,51742,3370,48,8,124,378,1831,6163,2057,10572,45,489,3046,843,3481,2397,22572,1170,1634,90.44248251,9.55751749,6.575009767,2.982507723,5.210024126,0.339333255,0.350510107,2.272827965,0.241359589,0.117810062,0.004833233,0.000805539,0.012485853,0.038061712,0.184367712,0.620567019,0.164531317,29.02678463,202223
202223,Autumn term,Local authority,E92000001,England,E12000006,East of England,E06000032,Luton,821,Special,Female,13858,246,14104,2098,1755,343,203,16202,6747,6928,13675,183,1114,228,2,0,0,20,6,385,241,0,0,5,0,0,92,20,225,6,0,87.05098136,12.94901864,10.83199605,2.11702259,6.875694359,1.407233675,0.567831132,1.388717442,0.12344155,0.037032465,0.012344155,0,0,0.12344155,0.037032465,2.376249846,0,43.93939394,202223
202223,Autumn term,Local authority,E92000001,England,E12000002,North West,E08000006,Salford,355,Secondary,Unknown,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,202223
